,type,id,brand,name,rating,volume,price,tag_good,tag_bad,ingredient_count,caution,allergy,efficacy,oily_skin,dry_skin,sensitive_skin
246,에센스/엠플/세럼,2086739,토리든,셀메이징 비타 씨 브라이트닝 앰플,4.65,30ml / 1.01 fl.oz.,"26,000","자극없는(159), 흡수되는(105), 수분있는(73), 향에만족한(69), 끈적하지않은(65), 가벼운(62), 잘발리는(43)","흘러내리는(8), 각질제거안되는(1), 인공향나는(1), 향지속되지않는(1), 에센스많은(1), 마르는(1)",38,0,0,"피부 보습(23), 피부 보호(5), 수분 증발 차단(3), 피부 미백(1), 여드름 완화(1)","Good(1), Bad(0)","Good(5), Bad(0)","Good(1), Bad(0)"
247,에센스/엠플/세럼,2025656,블랙글로우,핑크 시카 모이스트 앰플,4.64,50ml,"25,900","수분있는(624), 흡수되는(347), 보습되는(283), 자극없는(227), 끈적하지않은(203), 잘발리는(159), 진정되는(158)","향이아쉬운(123), 흘러내리는(27), 인공향나는(17), 유수분밸런스좋지않은(4), 쿨링안되는(1), 향지속되지않는(1), 때처럼나오는(1)",46,0,0,"피부 보습(39), 피부 보호(4), 피부 미백(1), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(0)","Good(5), Bad(0)","Good(1), Bad(1)"
248,에센스/엠플/세럼,2088167,휴캄,나이아신 비타 순백 세럼,4.52,30ml,"30,000","수분있는(174), 흡수되는(169), 잘발리는(101), 보습되는(95), 끈적하지않은(89), 자극없는(79), 가벼운(52)","따가운(28), 모공관리안되는(10), 가려운(6), 유수분밸런스좋지않은(4), 지속안되는(4), 답답한(2), 마르는(1)",38,0,0,"피부 보습(25), 피부 미백(4), 피부 보호(2), 수분 증발 차단(2), 주름 개선(1)","Good(0), Bad(3)","Good(5), Bad(0)","Good(0), Bad(0)"
249,에센스/엠플/세럼,2097622,셀린스템,엑소플랜 데일리 멀티 세럼,4.61,50ml,"48,000","수분있는(127), 흡수되는(113), 향에만족한(101), 보습되는(99), 쫀득한(58), 흘러내리지않는(46), 잘발리는(41)","인공향나는(19), 따가운(3), 가려운(2), 유수분밸런스좋지않은(1), 향지속되지않는(1)",69,2,0,"피부 보습(51), 피부 보호(13), 피부 미백(2), 주름 개선(1), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(0)","Good(4), Bad(0)","Good(1), Bad(0)"
250,에센스/엠플/세럼,2084457,셀올로지,블루 이레이저 세럼,4.19,15ml,"90,000","자극없는(107), 흡수되는(71), 진정되는(61), 수분있는(61), 향에만족한(46), 따갑지않은(42), 모공관리되는(41)","쿨링안되는(6), 답답한(3), 겉도는(3), 밀림있는(3), 가려운(3), 고정안되는(3), 밀착안되는(1)",59,0,0,"피부 보습(39), 피부 보호(6), 피부 미백(2), 주름 개선(1), 수렴 진정(1), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(0)","Good(6), Bad(1)","Good(3), Bad(4)"
251,에센스/엠플/세럼,2056010,메디필,히알루론산 레이어 물톡스 앰플,4.59,30ml,"24,900","수분있는(242), 흡수되는(155), 보습되는(154), 끈적하지않은(88), 자극없는(72), 속건조해결되는(65), 가벼운(51)","모공관리안되는(43), 쿨링안되는(2), 인공향나는(1), 유수분밸런스좋지않은(1), 뻣뻣한(1)",49,0,0,"피부 보습(33), 피부 보호(7), 피부 미백(5), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(0)","Good(6), Bad(0)","Good(1), Bad(0)"
252,에센스/엠플/세럼,2053924,다자연,블루 아가베 포어 세럼,4.69,37ml,"35,000","수분있는(454), 흡수되는(290), 모공관리되는(272), 자극없는(239), 잘발리는(183), 끈적하지않은(153), 보습되는(150)","따가운(18), 때처럼나오는(2), 마르는(2), 뻣뻣한(2), 유수분밸런스좋지않은(1), 인공향나는(1)",38,0,0,"피부 보습(30), 피부 보호(2), 주름 개선(2), 피부 미백(1), 수분 증발 차단(1), 여드름 완화(1)","Good(0), Bad(0)","Good(4), Bad(0)","Good(0), Bad(0)"
253,에센스/엠플/세럼,2049510,비비드로우,나이아신 어니언 올 클리어 앰플,4.62,40ml,"35,000","수분있는(321), 흡수되는(229), 보습되는(159), 자극없는(149), 잘발리는(126), 끈적하지않은(115), 쫀득한(66)","유분있는(28), 따가운(17), 답답한(10), 미끌거리는(5), 가려운(3), 지속안되는(3), 유수분밸런스좋지않은(2)",48,0,0,"피부 보습(32), 피부 미백(6), 피부 보호(5), 수분 증발 차단(2), 수렴 진정(1)","Good(1), Bad(1)","Good(5), Bad(0)","Good(1), Bad(0)"
254,에센스/엠플/세럼,1890598,마녀공장,갈락토미 나이아신 에센스,4.13,50ml,"29,000","수분있는(968), 흡수되는(966), 피부결좋아지는(820), 보습되는(756), 자극없는(522), 가벼운(391), 잘발리는(380)","흘러내리는(380), 유분있는(319), 따가운(154), 겉도는(127), 미끌거리는(121), 가려운(93), 답답한(60)",10,0,0,"피부 보습(8), 피부 보호(1), 수분 증발 차단(1)","Good(1), Bad(0)","Good(3), Bad(0)","Good(0), Bad(0)"
255,에센스/엠플/세럼,2056526,티엘스,레드 오렌지 나이아신아마이드 세럼,4.45,30ml,"22,000","흡수되는(300), 향에만족한(231), 수분있는(197), 끈적하지않은(188), 가벼운(164), 산뜻한(125), 잘발리는(123)","인공향나는(9), 유수분밸런스좋지않은(4), 향지속되지않는(4), 마르는(3), 지속안되는(2), 때처럼나오는(1), 쿨링안되는(1)",24,0,0,"피부 보습(21), 피부 보호(2), 피부 미백(1), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(0)","Good(5), Bad(0)","Good(1), Bad(1)"
256,에센스/엠플/세럼,2096686,메디힐,마데카소사이드 흔적 리페어 세럼,4.59,40ml,"22,000","흡수되는(79), 수분있는(72), 보습되는(57), 향에만족한(55), 끈적하지않은(50), 자극없는(46), 잘발리는(27)","유분있는(12), 답답한(6), 인공향나는(4), 미끌거리는(2), 잔여물남는(1), 눈통증있는(1)",40,0,0,"피부 보습(27), 피부 미백(4), 피부 보호(2), 주름 개선(1), 수분 증발 차단(1)","Good(0), Bad(0)","Good(5), Bad(0)","Good(0), Bad(1)"
257,에센스/엠플/세럼,2040441,더랩바이블랑두,엑스퍼트루 모공탄력 세럼,4.57,30ml,"28,000","수분있는(171), 흡수되는(143), 모공관리되는(132), 보습되는(108), 자극없는(101), 끈적하지않은(81), 쫀득한(65)","가려운(4), 유수분밸런스좋지않은(4), 인공향나는(2), 쿨링안되는(1), 지속안되는(1), 잔여물남는(1)",33,0,0,"피부 보습(26), 피부 보호(3), 피부 미백(2), 수렴 진정(1), 여드름 완화(1)","Good(1), Bad(0)","Good(4), Bad(0)","Good(1), Bad(0)"
258,에센스/엠플/세럼,2098827,랑벨,비타 에너지 잡티 앰플,4.56,30ml,"34,000","흡수되는(72), 가벼운(57), 끈적하지않은(51), 수분있는(51), 자극없는(46), 향에만족한(40), 보습되는(35)","흘러내리는(11), 답답한(2), 가려운(2), 잔여물남는(1), 유수분밸런스좋지않은(1), 인공향나는(1)",51,0,1,"피부 보습(32), 피부 보호(6), 피부 미백(3), 주름 개선(3), 수분 증발 차단(3), 여드름 완화(1)","Good(0), Bad(0)","Good(5), Bad(0)","Good(0), Bad(1)"
259,에센스/엠플/세럼,2079863,비레디,시카페인 트러블 리셋 세럼,4.55,40ml,"38,000","흡수되는(88), 진정되는(85), 수분있는(84), 보습되는(73), 모공관리되는(57), 잘발리는(55), 자극없는(55)","유분있는(21), 인공향나는(6), 알콜냄새나는(6), 유수분밸런스좋지않은(2), 잔여물남는(2)",39,0,0,"피부 보습(20), 피부 보호(3), 피부 미백(2), 주름 개선(1), 수분 증발 차단(1)","Good(0), Bad(0)","Good(3), Bad(0)","Good(0), Bad(1)"
260,에센스/엠플/세럼,2044911,브링그린,징크테카 트러블 세럼,4.30,25ml,"39,600","진정되는(151), 흡수되는(133), 향에만족한(74), 수분있는(62), 끈적하지않은(60), 보습되는(44), 가벼운(43)","흘러내리는(23), 유분있는(22), 따가운(16), 가려운(7), 속건조해결안되는(6), 유수분밸런스좋지않은(5), 인공향나는(3)",33,0,0,"피부 보습(17), 피부 보호(3), 주름 개선(1), 수분 증발 차단(1)","Good(1), Bad(0)","Good(0), Bad(0)","Good(0), Bad(1)"
261,에센스/엠플/세럼,2024842,이니스프리,그린티 씨드 히알루론산 세럼,4.50,80ml,"31,000","수분있는(302), 보습되는(211), 흡수되는(172), 향에만족한(141), 끈적하지않은(97), 가벼운(91), 속건조해결되는(86)","따가운(23), 가려운(12), 뒤집어지는(10), 마르는(8), 인공향나는(4), 지속안되는(4), 향지속되지않는(3)",54,0,2,"피부 보습(30), 피부 미백(4), 피부 보호(4), 수분 증발 차단(2), 주름 개선(1)","Good(1), Bad(0)","Good(5), Bad(0)","Good(1), Bad(3)"
262,에센스/엠플/세럼,2034202,수이스킨,탄탄한 비건 콜라겐 앰플,4.62,40ml,"32,000","수분있는(324), 흡수되는(243), 쫀득한(206), 보습되는(142), 자극없는(140), 잘발리는(125), 끈적하지않은(123)","인공향나는(10), 답답한(8), 마르는(5), 때처럼나오는(2), 뻣뻣한(1), 잔여물남는(1)",41,0,0,"피부 보습(29), 피부 보호(5), 피부 미백(2), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(0)","Good(5), Bad(0)","Good(0), Bad(0)"
263,에센스/엠플/세럼,2099052,스킨앤랩,베리어덤 링거 앰플,4.74,70ml,"28,000","보습되는(116), 수분있는(100), 흡수되는(92), 가벼운(72), 속건조해결되는(43), 끈적하지않은(40), 자극없는(34)","흘러내리는(21), 쿨링안되는(3)",36,0,0,"피부 보습(24), 피부 보호(4), 피부 미백(1), 주름 개선(1), 수렴 진정(1)","Good(1), Bad(0)","Good(5), Bad(0)","Good(1), Bad(1)"
264,에센스/엠플/세럼,1995674,유아른,비건 아하파하 앰플,4.49,55ml,"42,000","자극없는(84), 수분있는(63), 흡수되는(61), 각질제거되는(55), 끈적하지않은(51), 피부결좋아지는(38), 보습되는(34)","향이아쉬운(66), 인공향나는(16), 냄새지독한(14), 알콜냄새나는(6), 유분있는(5), 가려운(3), 겉도는(2)",30,1,0,"피부 보습(20), 피부 미백(3), 피부 보호(3), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(0)","Good(4), Bad(0)","Good(1), Bad(2)"
265,에센스/엠플/세럼,1995998,닥터오라클,센텔라바이옴® 시카 앰플,4.70,50g,"38,000","진정되는(420), 수분있는(340), 흡수되는(292), 자극없는(212), 잘발리는(184), 보습되는(160), 끈적하지않은(103)","유분있는(31), 흘러내리는(27), 겉도는(8), 유수분밸런스좋지않은(3), 잔여물남는(3), 모공관리안되는(2), 때처럼나오는(2)",45,0,0,"피부 보습(35), 피부 보호(4), 피부 미백(2)","Good(1), Bad(0)","Good(5), Bad(0)","Good(1), Bad(0)"
266,에센스/엠플/세럼,1728143,스킨1004,마다가스카르 센텔라 앰플,4.20,100ml,"42,000","수분있는(1,553), 흡수되는(1,419), 자극없는(1,032), 진정되는(1,027), 보습되는(947), 끈적하지않은(621), 가벼운(612)","흘러내리는(398), 겉도는(28), 유수분밸런스좋지않은(17), 마르는(16), 지속안되는(15), 눈통증있는(8), 때처럼나오는(7)",1,0,0,피부 보습(1),"Good(0), Bad(0)","Good(0), Bad(0)","Good(0), Bad(0)"
267,에센스/엠플/세럼,1906081,믹순,콩 에센스,4.47,30ml,"25,000","각질제거되는(648), 자극없는(601), 보습되는(456), 수분있는(368), 흡수되는(278), 매끄러운(204), 피부결좋아지는(200)","끈적한(170), 유분있는(59), 흘러내리는(49), 밀림있는(42), 겉도는(33), 마르는(11), 때처럼나오는(8)",4,0,0,피부 보습(4),"Good(0), Bad(0)","Good(0), Bad(0)","Good(0), Bad(0)"
268,에센스/엠플/세럼,1758206,시드물,스킨소스 D-판테놀 앰플,4.37,12ml,"11,800","보습되는(814), 수분있는(523), 속건조해결되는(425), 쫀득한(292), 흡수되는(225), 진정되는(174), 피부결좋아지는(157)","끈적한(436), 유분있는(65), 가려운(47), 흘러내리는(35), 밀림있는(25), 답답한(25), 미끌거리는(19)",6,0,0,피부 보습(6),"Good(0), Bad(0)","Good(1), Bad(0)","Good(0), Bad(0)"
269,에센스/엠플/세럼,1790690,스킨푸드,로열허니 프로폴리스 인리치 에센스,4.41,50ml,"32,000","보습되는(1,560), 수분있는(1,312), 흡수되는(598), 속건조해결되는(597), 쫀득한(437), 끈적하지않은(371), 잘발리는(340)","유분있는(212), 리치한(59), 겉도는(49), 답답한(47), 가려운(30), 흘러내리는(19), 유수분밸런스좋지않은(14)",15,0,0,"피부 보습(9), 피부 보호(1)","Good(0), Bad(0)","Good(3), Bad(0)","Good(0), Bad(0)"
270,에센스/엠플/세럼,2017137,이즈앤트리,초저분자 히아루론산 세럼,4.66,50ml,"22,000","수분있는(671), 흡수되는(475), 보습되는(405), 끈적하지않은(229), 가벼운(225), 자극없는(205), 속건조해결되는(182)","따가운(30), 흘러내리는(22), 인공향나는(8), 유수분밸런스좋지않은(7), 지속안되는(6), 마르는(5), 눈통증있는(2)",34,0,0,"피부 보습(26), 피부 보호(5)","Good(1), Bad(0)","Good(4), Bad(0)","Good(1), Bad(0)"
271,에센스/엠플/세럼,1873394,네이처리퍼블릭,비타페어C 잡티세럼,4.27,45ml,"24,900","향에만족한(694), 흡수되는(652), 잘발리는(417), 수분있는(383), 끈적하지않은(313), 자극없는(287), 가벼운(246)","보습안되는(293), 따가운(263), 인공향나는(94), 속건조해결안되는(46), 마르는(40), 가려운(26), 알갱이있는(18)",29,1,0,"피부 보습(16), 피부 미백(2), 수분 증발 차단(2), 피부 보호(1), 주름 개선(1)","Good(1), Bad(0)","Good(4), Bad(0)","Good(0), Bad(1)"
272,에센스/엠플/세럼,1917883,나이팅게일,세파시카 앰플,4.58,30ml,"29,000","수분있는(751), 흡수되는(630), 자극없는(449), 진정되는(406), 보습되는(405), 잘발리는(382), 끈적하지않은(353)","유수분밸런스좋지않은(23), 인공향나는(5), 마르는(4), 알콜냄새나는(3), 눈통증있는(3), 때처럼나오는(3), 향지속되지않는(2)",24,0,0,"피부 보습(17), 피부 보호(3), 피부 미백(1), 여드름 완화(1)","Good(1), Bad(0)","Good(5), Bad(0)","Good(2), Bad(0)"
273,에센스/엠플/세럼,2058047,어바웃미,숲 진정 수분 세럼,4.66,50ml,"28,000","수분있는(201), 진정되는(163), 향에만족한(97), 흡수되는(87), 잘발리는(69), 자극없는(64), 보습되는(57)","알갱이있는(26), 인공향나는(5), 따가운(4), 향지속되지않는(3), 리치하지않은(2), 마르는(1), 쿨링안되는(1)",54,0,0,"피부 보습(34), 피부 보호(6), 피부 미백(3), 주름 개선(3), 수렴 진정(1)","Good(2), Bad(0)","Good(6), Bad(1)","Good(2), Bad(4)"
274,에센스/엠플/세럼,2058125,에스트라,리제덤365 모공탄력 캡슐세럼,4.59,30ml,"48,000","흡수되는(123), 자극없는(99), 수분있는(96), 모공관리되는(93), 보습되는(91), 알갱이있는(83), 쫀득한(83)","따가운(21), 가려운(4), 답답한(4), 때처럼나오는(2), 마르는(2), 에센스많은(1), 눈통증있는(1)",35,0,0,"피부 보습(19), 피부 보호(6), 피부 미백(3), 수분 증발 차단(2), 수렴 진정(1), 여드름 완화(1)","Good(0), Bad(1)","Good(4), Bad(0)","Good(0), Bad(0)"
275,에센스/엠플/세럼,1936587,더마팩토리,나이아신아마이드 20% 세럼,4.56,30ml,"6,000","흡수되는(128), 수분있는(100), 자극없는(96), 보습되는(76), 잘발리는(73), 끈적하지않은(53), 가벼운(40)","따가운(72), 마르는(15), 흘러내리는(8), 가려운(6), 유수분밸런스좋지않은(3), 때처럼나오는(3), 눈통증있는(3)",11,0,0,"피부 보습(6), 피부 보호(1), 주름 개선(1), 수분 증발 차단(1)","Good(0), Bad(0)","Good(2), Bad(0)","Good(0), Bad(0)"
276,에센스/엠플/세럼,1892986,이니스프리,블랙티 유스 인핸싱 앰플,4.42,30ml,"40,000","수분있는(462), 보습되는(426), 흡수되는(285), 향에만족한(204), 잘발리는(200), 쫀득한(167), 끈적하지않은(144)","유분있는(69), 따가운(18), 리치한(16), 가려운(14), 답답한(14), 인공향나는(9), 미끌거리는(7)",37,1,3,"피부 보습(19), 피부 보호(5), 피부 미백(2), 주름 개선(1), 수분 증발 차단(1), 여드름 완화(1)","Good(2), Bad(3)","Good(4), Bad(0)","Good(1), Bad(0)"
277,에센스/엠플/세럼,1838783,아벤느,이드랑스 에센스 인 로션,4.07,100ml,"19,800","수분있는(802), 보습되는(495), 흡수되는(340), 향에만족한(252), 잘발리는(201), 가벼운(191), 끈적하지않은(140)","유분있는(106), 따가운(65), 인공향나는(63), 냄새지독한(57), 흘러내리는(41), 가려운(26), 겉도는(22)",26,2,0,"피부 보습(11), 피부 미백(5), 피부 보호(3)","Good(0), Bad(0)","Good(2), Bad(0)","Good(0), Bad(1)"
278,에센스/엠플/세럼,1896692,락토클리어,블레미쉬 클리어 스팟 앰플,4.25,10ml,"19,000","흡수되는(71), 진정되는(64), 자극없는(43), 끈적하지않은(34), 수분있는(26), 보습되는(21), 잘발리는(18)","향이아쉬운(58), 냄새지독한(11), 밀림있는(10), 인공향나는(7), 향지속되지않는(6), 마르는(5), 때처럼나오는(4)",10,0,0,"피부 보습(8), 피부 보호(1)","Good(0), Bad(0)","Good(1), Bad(0)","Good(1), Bad(0)"
279,에센스/엠플/세럼,1815433,배드스킨,콜라겐 밤 하이드레이팅 앰플,4.30,400ml,"28,000","수분있는(4,396), 보습되는(3,253), 흡수되는(1,149), 쫀득한(886), 자극없는(847), 에센스많은(832), 속건조해결되는(753)","끈적한(977), 유분있는(969), 흘러내리는(483), 미끌거리는(266), 겉도는(245), 답답한(158), 가려운(111)",28,0,0,"피부 보습(23), 피부 보호(4), 주름 개선(2), 여드름 완화(1)","Good(2), Bad(0)","Good(3), Bad(0)","Good(1), Bad(0)"
280,에센스/엠플/세럼,1944774,피지오겔,데일리뮨앰플,4.47,10ml,"25,000","흡수되는(70), 보습되는(63), 자극없는(56), 수분있는(51), 윤기나는(42), 피부결좋아지는(29), 끈적하지않은(24)","향이아쉬운(32), 흘러내리는(16), 냄새지독한(7), 가려운(7), 뒤집어지는(6), 유분있는(6), 겉도는(4)",38,0,0,"피부 보습(23), 피부 보호(5), 피부 미백(4), 주름 개선(1)","Good(1), Bad(0)","Good(6), Bad(0)","Good(1), Bad(0)"
281,에센스/엠플/세럼,2031348,이즈앤트리,어니언 뉴페어 B5 앰플,4.54,50ml,"24,000","흡수되는(99), 수분있는(85), 진정되는(74), 가벼운(69), 잘발리는(63), 자극없는(48), 보습되는(47)","따가운(16), 뒤집어지는(6), 밀림있는(3), 가려운(3), 리치한(3), 마르는(2), 모공관리안되는(1)",26,0,0,"피부 보습(19), 피부 보호(2), 주름 개선(1), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(0)","Good(3), Bad(0)","Good(1), Bad(0)"
282,에센스/엠플/세럼,1999667,아이소이,아크니 닥터 1st 컨트롤 세럼,4.26,40ml,"32,000","진정되는(90), 수분있는(50), 흡수되는(47), 잘발리는(43), 가벼운(30), 끈적하지않은(25), 보습되는(23)","인공향나는(15), 따가운(10), 알콜냄새나는(8), 냄새지독한(4), 마르는(2), 흘러내리는(2), 가려운(2)",32,0,1,"피부 보습(18), 피부 보호(4), 주름 개선(4), 피부 미백(3)","Good(2), Bad(0)","Good(3), Bad(1)","Good(1), Bad(2)"
283,에센스/엠플/세럼,2073024,마일드랩,딥 멜라케어 앰플,4.50,50ml,"34,000","잘발리는(34), 자극없는(31), 끈적하지않은(31), 흡수되는(30), 수분있는(26), 보습되는(22), 가벼운(11)","속건조해결안되는(1), 유수분밸런스좋지않은(1), 뻑뻑한(1), 밀림있는(1), 뽀송하지않은(1)",23,0,0,"피부 보습(16), 피부 보호(2), 주름 개선(1), 수분 증발 차단(1)","Good(2), Bad(0)","Good(4), Bad(0)","Good(1), Bad(0)"
284,에센스/엠플/세럼,2036525,넘버즈인,5번 글루타치온C 흔적 앰플,4.36,30 ml / 1.01 fl.oz.,"28,000","자극없는(71), 잘발리는(48), 수분있는(46), 흡수되는(38), 보습되는(36), 끈적하지않은(33), 쫀득한(22)","유분있는(11), 밀림있는(6), 답답한(4), 겉도는(3), 가려운(2), 눈통증있는(2), 때처럼나오는(1)",47,0,0,"피부 보습(33), 피부 미백(3), 피부 보호(3), 수분 증발 차단(3), 주름 개선(1), 수렴 진정(1), 여드름 완화(1)","Good(1), Bad(1)","Good(7), Bad(0)","Good(1), Bad(0)"
285,에센스/엠플/세럼,1996920,프랭클리,클로저 세럼,4.20,30ml,"10,900","쫀득한(89), 모공관리되는(83), 수분있는(55), 흡수되는(54), 보습되는(39), 자극없는(30), 잘발리는(27)","끈적한(53), 유분있는(14), 흘러내리는(8), 속건조해결안되는(6), 진정안되는(3), 따가운(3), 잔여물남는(2)",32,0,0,"피부 보습(23), 피부 보호(3), 여드름 완화(1)","Good(0), Bad(0)","Good(4), Bad(0)","Good(0), Bad(0)"
286,에센스/엠플/세럼,2087830,주미소,안티옥시던트 글로우 페이셜 에센스,4.70,40ml,"32,000","흡수되는(101), 수분있는(77), 가벼운(51), 끈적하지않은(51), 자극없는(50), 보습되는(48), 잘발리는(31)","따가운(9), 흘러내리는(6), 눈통증있는(1), 각질제거안되는(1), 때처럼나오는(1), 미끌거리지않는(1), 유수분밸런스좋지않은(1)",20,0,0,"피부 보습(12), 피부 미백(1), 피부 보호(1), 수분 증발 차단(1), 여드름 완화(1)","Good(0), Bad(0)","Good(4), Bad(0)","Good(0), Bad(0)"
287,에센스/엠플/세럼,2032189,에스트라,테라크네365 액티브 세럼,4.47,30ml,"42,000","흡수되는(172), 수분있는(86), 끈적하지않은(83), 자극없는(82), 보습되는(74), 진정되는(73), 잘발리는(67)","따가운(35), 인공향나는(18), 알콜냄새나는(16), 뻣뻣한(2), 답답한(2), 뽀송하지않은(2), 눈통증있는(1)",31,0,0,"피부 보습(16), 피부 미백(2), 피부 보호(2), 주름 개선(2), 수렴 진정(2), 수분 증발 차단(1), 각질 제거(1)","Good(2), Bad(0)","Good(3), Bad(0)","Good(0), Bad(4)"
288,에센스/엠플/세럼,1931510,이솔,토탈 8 히알루론산 세럼,4.66,100ml,"24,900","수분있는(753), 보습되는(469), 흡수되는(372), 향에만족한(225), 자극없는(195), 끈적하지않은(164), 잘발리는(158)","향지속되지않는(16), 지속안되는(12), 인공향나는(7), 마르는(6), 유수분밸런스좋지않은(3), 눈통증있는(3), 때처럼나오는(2)",31,0,0,"피부 보습(24), 피부 보호(3), 주름 개선(1), 여드름 완화(1)","Good(2), Bad(0)","Good(3), Bad(0)","Good(1), Bad(0)"
289,에센스/엠플/세럼,2006794,코스알엑스,더 나이아신아마이드 15 세럼,4.62,20ml,"23,000","자극없는(69), 흡수되는(59), 잘발리는(57), 모공관리되는(41), 피부결좋아지는(38), 유분없는(29), 수분있는(28)","따가운(60), 밀림있는(12), 향이아쉬운(7), 때처럼나오는(6), 미끌거리는(5), 흘러내리는(4), 가려운(3)",15,0,0,"피부 보습(11), 피부 미백(1), 피부 보호(1), 수분 증발 차단(1)","Good(1), Bad(0)","Good(2), Bad(0)","Good(1), Bad(1)"
290,에센스/엠플/세럼,2078471,풀리,그린 토마토 세럼,4.56,30ml,"33,000","흡수되는(61), 수분있는(59), 끈적하지않은(37), 모공관리되는(34), 잘발리는(26), 보습되는(25), 자극없는(24)",눈통증있는(1),54,0,0,"피부 보습(33), 피부 보호(4), 주름 개선(4), 피부 미백(1), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(0)","Good(3), Bad(1)","Good(0), Bad(1)"
291,에센스/엠플/세럼,2000690,퍼셀,20억/mL 픽셀바이옴™ 원액,4.26,30ml,"48,000","흡수되는(53), 진정되는(34), 피부결좋아지는(32), 뒤집어지지않는(23), 자극없는(22), 보습되는(18), 가벼운(15)","향이아쉬운(25), 흘러내리는(19), 가려운(7), 밀림있는(3), 눈통증있는(2), 각질제거안되는(1), 뻑뻑한(1)",5,0,0,피부 보습(4),"Good(0), Bad(0)","Good(1), Bad(0)","Good(0), Bad(0)"
292,에센스/엠플/세럼,2099741,화음,갈락토미세스 데일리 부스터 세럼,4.64,50ml,"32,000","흡수되는(55), 피부결좋아지는(27), 자극없는(25), 가벼운(25), 수분있는(24), 끈적하지않은(22), 각질제거되는(19)","향이아쉬운(21), 따가운(7), 흘러내리는(6), 속건조해결안되는(3), 답답한(3), 냄새안지독한(3), 인공향나는(2)",29,0,0,"피부 보습(25), 피부 보호(3), 주름 개선(1), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(0)","Good(4), Bad(0)","Good(1), Bad(0)"
293,에센스/엠플/세럼,2027950,리얼베리어,시카릴리프 RX 페이드인 세럼,4.47,50ml,"32,000","흡수되는(172), 수분있는(168), 진정되는(151), 보습되는(129), 가벼운(101), 자극없는(98), 끈적하지않은(87)","유분있는(45), 따가운(31), 흘러내리는(16), 미끌거리는(7), 유수분밸런스좋지않은(6), 지속안되는(3), 눈통증있는(3)",23,0,0,"피부 보습(17), 피부 보호(3), 수분 증발 차단(1), 여드름 완화(1)","Good(1), Bad(0)","Good(2), Bad(0)","Good(1), Bad(0)"
294,에센스/엠플/세럼,1995362,차앤박화장품,프로폴리스 에너지 액티브 앰플,4.17,15ml,"26,000","수분있는(2,308), 보습되는(1,992), 흡수되는(1,370), 쫀득한(1,301), 윤기나는(714), 잘발리는(699), 속건조해결되는(500)","끈적한(597), 밀림있는(93), 답답한(73), 가려운(65), 따가운(43), 리치한(37), 마르는(20)",35,0,2,"피부 보습(22), 피부 보호(4), 피부 미백(1), 수렴 진정(1)","Good(1), Bad(0)","Good(3), Bad(0)","Good(1), Bad(1)"
295,에센스/엠플/세럼,1913899,코스노리,판테놀 베리어 앰플,4.46,30ml,"24,000","보습되는(490), 수분있는(428), 쫀득한(305), 자극없는(150), 향에만족한(118), 잘발리는(111), 속건조해결되는(81)","끈적한(272), 흡수안되는(225), 유분있는(87), 미끌거리는(42), 겉도는(34), 밀림있는(27), 답답한(27)",23,0,0,"피부 보습(12), 피부 보호(2), 수분 증발 차단(1), 여드름 완화(1)","Good(0), Bad(0)","Good(3), Bad(0)","Good(0), Bad(0)"
296,에센스/엠플/세럼,1866411,미샤,비타씨플러스 잡티씨 탄력 앰플,4.25,40ml,"28,000","향에만족한(229), 수분있는(207), 흡수되는(170), 보습되는(154), 자극없는(141), 잘발리는(104), 쫀득한(91)","유분있는(29), 가려운(21), 뒤집어지는(10), 리치한(8), 답답한(7), 인공향나는(4), 알갱이있는(2)",57,0,2,"피부 보습(42), 수분 증발 차단(4), 피부 미백(3), 피부 보호(3), 주름 개선(1), 여드름 완화(1)","Good(2), Bad(0)","Good(8), Bad(0)","Good(1), Bad(3)"
297,에센스/엠플/세럼,2072303,비비드로우,화이트 토마토 글루타치온 래디언스 앰플,4.65,40ml,"35,000","수분있는(135), 흡수되는(102), 보습되는(72), 자극없는(57), 잘발리는(51), 끈적하지않은(44), 윤기나는(43)","유수분밸런스좋지않은(2), 진정안되는(2)",37,0,0,"피부 보습(17), 피부 미백(5), 피부 보호(5), 수분 증발 차단(2), 여드름 완화(1)","Good(1), Bad(0)","Good(4), Bad(0)","Good(1), Bad(0)"
